fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
6.4;0.33;0.28;4.0;0.04;24.0;81.0;0.9903;3.26;0.64;12.6;12.723404298289106;0.29629629263831736;15.99960000999975;0.8484822773264324;4.039175967710827
5.8;0.2;0.34;1.0;0.035;40.0;86.0;0.98993;3.5;0.42;11.7;11.819005567054672;0.4651162736614387;11.99965715265278;1.6999915000424999;1.010171415987579
6.9;0.25;0.29;2.4;0.038;28.0;76.0;0.99088;3.01;0.36;11.7;11.807674180855217;0.3684210477839336;9.473434909607642;1.15999536001856;2.4220870114574806
5.4;0.46;0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;13.541768777329866;0.22307692136094676;29.614245605938233;0.32608624763859206;2.1222174949546804
6.2;0.23;0.23;1.2;0.018;18.0;128.0;0.99178;3.05;0.28;10.6;10.687843384779502;0.1406249989013672;15.554691406033;0.9999956521928165;1.2099445341259814
6.8;0.22;0.24;4.9;0.092;30.0;123.0;0.9951;3.03;0.46;8.6;8.642338817868739;0.2439024370414436;4.999945652764644;1.0909041322539443;4.924123279948468
7.3;0.26;0.49;5.0;0.028;32.0;107.0;0.9936;3.24;0.54;10.8;10.869554277823795;0.29906541776574375;19.28502553480233;1.8846081361225535;5.032201054548053
6.4;0.24;0.49;5.8;0.053;25.0;120.0;0.9942;3.01;0.98;10.5;10.56124465777041;0.20833333159722225;18.490217165713855;2.0416581597576675;5.833830382387465
6.5;0.5;0.22;4.1;0.036;35.0;131.0;0.9902;3.26;0.55;13.0;13.12864761800887;0.2671755704795758;15.277353406849812;0.43999912000175995;4.140573479525874
6.9;0.18;0.38;8.1;0.049;44.0;176.0;0.9958;3.3;0.54;9.8;9.841323718293113;0.24999999857954547;11.02018326156609;2.111099382781207;8.134155318181042
6.8;0.28;0.36;8.0;0.045;28.0;123.0;0.9928;3.02;0.37;11.4;11.482663695947123;0.22764227457201403;8.222039510233106;1.2857096938939503;8.058009611190963
8.6;0.23;0.4;4.2;0.035;17.0;109.0;0.9947;3.14;0.53;9.7;9.751674121168069;0.1559633013214376;15.14242450215708;1.7391228733788113;4.222374361742875
6.3;0.3;0.29;2.1;0.048;33.0;142.0;0.98956;3.22;0.46;12.9;13.036083677509522;0.23239436456060308;9.583133684714902;0.9666634444551852;2.1221531568038756
6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;9.628394134302056;0.43124999730468755;10.63807153039297;1.1111069959000153;13.038450390200701
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8.817008008448298;0.2903225787721124;7.1928562656795485;1.421045152393935;13.926864922435378
6.5;0.22;0.19;1.1;0.064;36.0;191.0;0.99297;3.05;0.5;9.5;9.567248187510007;0.18848167440585512;7.812377931594819;0.8636324380343726;1.107786632238001
8.2;0.2;0.38;3.5;0.053;41.0;174.0;0.99306;3.22;0.41;11.6;11.681054839531507;0.23563218255383803;7.73570309994151;1.8999905000474997;3.5244562015827827
7.0;0.35;0.24;1.9;0.04;21.0;144.0;0.9923;3.35;0.38;11.0;11.085346079465808;0.14583333232060186;9.499762505937351;0.68571232653621;1.9147415955440938
6.7;0.13;0.29;5.3;0.051;31.0;122.0;0.9944;3.44;0.37;9.7;9.75461609551881;0.25409835857296426;7.25475971059391;2.230752071137914;5.329841784149453
7.1;0.12;0.32;9.6;0.054;64.0;162.0;0.9962;3.4;0.41;9.4;9.435846781924532;0.3950617259564091;7.592451991629784;2.666644444629628;9.636609479412288
5.9;0.15;0.31;5.8;0.041;53.0;155.0;0.9945;3.52;0.46;10.5;10.558058765149557;0.3419354816649324;11.21923855515719;2.06665288898074;5.832070555987374
6.4;0.22;0.49;7.5;0.054;42.0;151.0;0.9948;3.27;0.52;10.1;10.152784325709362;0.27814569352221397;9.629451306457288;2.227262603351803;7.5391962814673485
5.9;0.37;0.3;1.5;0.033;35.0;95.0;0.98986;3.36;0.56;12.0;12.122914227351114;0.36842104875346265;16.969182752037817;0.8108086194361637;1.5153642784188892
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.99678;3.28;0.72;10.3;10.333262772865856;0.36434108244696833;18.46106510089485;2.2777651235270913;14.245857415018945
7.0;0.31;0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;9.84527843552498;0.17499999890625;6.666570049709424;0.8387069719129939;7.434189839069883
7.8;0.43;0.49;13.0;0.033;37.0;158.0;0.9955;3.14;0.35;11.3;11.351068456987988;0.23417721370773917;10.605739220023635;1.1395322336459683;13.058751322198571
6.2;0.22;0.27;1.5;0.064;20.0;132.0;0.9938;3.22;0.46;9.2;9.257386539156228;0.15151515036730948;7.1873876970672335;1.2272671487856874;1.5093565009493852
6.9;0.14;0.38;1.0;0.041;22.0;81.0;0.99043;3.03;0.54;11.4;11.510140534777284;0.2716049349184576;13.170410477793224;2.714266326669095;1.00966145041906
6.7;0.3;0.49;4.8;0.034;36.0;158.0;0.9945;3.12;0.45;9.9;9.954741121426725;0.2278480998237462;13.234904855739536;1.633327888907037;4.8265411497826545
6.6;0.26;0.21;2.9;0.026;48.0;126.0;0.99089;3.22;0.38;11.3;11.403877924009805;0.38095237792894937;14.61482250682666;0.80768920119538;2.9266589362503037
6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;11.39582751356154;0.34579438929164125;25.198992040318384;0.9666634444551852;2.8237448706170185
6.9;0.33;0.31;4.2;0.04;21.0;93.0;0.9896;3.18;0.48;13.4;13.540810892470803;0.22580644918487688;11.999700007499811;0.9393910927542644;4.2441347573415955
6.9;0.38;0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;9.520554877981562;0.2751322736765488;12.499739588758567;0.7631558864318778;13.679534114152457
7.0;0.3;0.28;2.2;0.042;21.0;177.0;0.99166;3.2;0.57;11.4;11.495864009979217;0.11864406712630471;13.571105449870238;0.9333302222325928;2.2185000721012527
6.7;0.35;0.32;9.0;0.032;29.0;113.0;0.99188;3.13;0.65;12.9;13.005592404734037;0.2566371658704676;20.311865254210804;0.91428310204828;9.073669119581885
7.6;0.36;0.44;8.3;0.255;28.0;142.0;0.9958;3.12;0.43;10.2;10.243010400672423;0.19718309720293595;1.6862678969886393;1.2222188271699246;8.334998659370697
6.5;0.51;0.25;1.7;0.048;39.0;177.0;0.99212;3.28;0.57;10.6;10.684180659415535;0.22033898180599445;11.874752609320637;0.4901951172644759;1.7135006717930574
8.3;0.21;0.58;17.1;0.049;62.0;213.0;1.0006;3.01;0.51;9.3;9.294414057151654;0.2910798108400009;10.407950858145751;2.761891610039952;17.089729072827236
6.8;0.27;0.28;13.3;0.076;50.0;163.0;0.9979;3.03;0.38;8.6;8.618089369586762;0.3067484643757763;4.999934211391955;1.0370331961733477;13.327975420407435
5.4;0.185;0.19;7.1;0.048;36.0;110.0;0.99438;3.26;0.41;9.5;9.553682139944346;0.3272727242975207;8.54148871898502;1.0270214755595917;7.140120336168932
7.4;0.27;0.52;15.7;0.054;36.0;139.0;0.99788;3.04;0.62;10.0333333333333;10.05463911361505;0.2589928038921381;11.481268865391382;1.9259187928933599;15.733338945224931
6.7;0.14;0.51;4.3;0.028;57.0;124.0;0.99176;2.91;0.54;10.7;10.788889661924596;0.45967741564776277;19.28502553480233;3.642831122634838;4.335722013670632
7.3;0.27;0.37;9.7;0.042;36.0;130.0;0.9979;3.48;0.75;9.9;9.92082380917546;0.2769230747928994;17.856717697197684;1.370365294943352;9.720403126161813
5.9;0.5;0.05;2.6;0.054;36.0;146.0;0.9948;3.43;0.5;9.2;9.24808077193328;0.24657534077688123;9.259087794670469;0.0999998000004;2.613588044242014
6.6;0.38;0.28;2.8;0.043;17.0;67.0;0.98924;3.21;0.47;13.2;13.343563398605596;0.2537313394965472;10.929978372595986;0.7368401662100891;2.8304528421284596
6.7;0.12;0.3;5.2;0.048;38.0;113.0;0.99352;3.33;0.44;10.1;10.165864636983013;0.3362831828647506;9.16647569842295;2.4999791668402764;5.233910506169472
6.1;0.28;0.25;6.9;0.056;44.0;201.0;0.9955;3.19;0.4;9.1;9.141125925538999;0.218905471547734;7.142729594114391;0.8928539540930212;6.931183394090011
5.7;0.22;0.33;1.9;0.036;37.0;110.0;0.98945;3.26;0.58;12.4;12.532202201018544;0.33636363330578517;16.11066359267798;1.4999931818491734;1.9202567888657445
5.9;0.26;0.3;1.0;0.036;38.0;114.0;0.9928;3.58;0.48;9.4;9.468161293149382;0.33333333040935675;13.332962973250742;1.1538417159934;1.0072512013988704
7.0;0.26;0.26;10.8;0.039;37.0;184.0;0.99787;3.47;0.58;10.3;10.321975485809288;0.20108695542887525;14.871413553498627;0.9999961538609468;10.82304225696508
8.2;0.3;0.44;12.4;0.043;52.0;154.0;0.99452;3.04;0.33;12.0;12.066110217883786;0.3376623354697251;7.674240133950374;1.4666617777940743;12.468313891813246
7.3;0.18;0.31;17.3;0.055;32.0;197.0;1.0002;3.13;0.46;9.0;8.99819136353593;0.16243654739879926;8.36348430028545;1.7222126543741425;17.296523398796843
7.2;0.24;0.36;2.0;0.029;21.0;63.0;0.99076;3.13;0.63;12.5;12.61656443885054;0.3333333280423281;21.723388848660388;1.4999937500260416;2.018650310216086
6.9;0.3;0.21;15.7;0.056;49.0;159.0;0.99827;3.11;0.48;9.0;9.01558795156826;0.3081760986907164;8.571275512937268;0.6999976666744445;15.727192315513522
5.0;0.29;0.54;5.7;0.035;54.0;155.0;0.98976;3.27;0.34;12.9;13.03344948932116;0.3483870945265349;9.714008171195108;1.8620625446119154;5.758966053420978
6.1;0.29;0.27;1.7;0.024;13.0;76.0;0.9893;3.21;0.51;12.6;12.73626530247114;0.17105262932825488;21.249114620224155;0.9310312723059577;1.7183850011270583
6.4;0.45;0.07;1.1;0.03;10.0;131.0;0.9905;2.97;0.28;10.8;10.903573040309904;0.0763358772798788;9.333022232592247;0.15555520987731142;1.1105491059574901
6.6;0.25;0.36;8.1;0.045;54.0;180.0;0.9958;3.08;0.42;9.2;9.238793694724146;0.29999999833333335;9.333125930534877;1.43999424002304;8.134155318181042
6.6;0.22;0.29;14.4;0.046;39.0;118.0;0.99834;3.05;0.5;9.1;9.115121987377059;0.3305084717753519;10.869328927632008;1.318175826473516;14.423929298706554
7.5;0.19;0.49;1.6;0.047;42.0;140.0;0.9932;3.4;0.47;10.7;10.773247308450152;0.2999999978571429;9.999787238569391;2.578933795085289;1.610952868553294
6.4;0.22;0.34;1.8;0.057;29.0;104.0;0.9959;3.81;0.57;10.3;10.342393470836962;0.2788461511649409;9.999824564481324;1.5454475206930878;1.8074085677190805
6.8;0.3;0.29;6.2;0.025;29.0;95.0;0.99071;3.03;0.32;12.9;13.020951619594413;0.3052631546814405;12.79948802047918;0.9666634444551852;6.258131786161655
7.6;0.21;0.49;2.5;0.047;20.0;130.0;0.99178;3.15;0.48;11.1;11.191986940665327;0.15384615266272192;10.21254866917725;2.333322222275132;2.520717779429128
8.2;0.29;0.33;9.1;0.036;28.0;118.0;0.9953;2.96;0.4;10.9;10.951460914838828;0.23728813358230397;11.110802477708953;1.1379271105961706;9.14296278211315
6.6;0.42;0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;13.535339863293068;0.17647058615916958;14.999558836504807;0.7857124149704406;2.8282799714343723
6.0;0.2;0.26;6.8;0.049;22.0;93.0;0.9928;3.15;0.42;11.0;11.079763215387574;0.2365591372412996;8.571253647884737;1.2999935000324998;6.849308169512319
6.3;0.18;0.22;5.6;0.047;45.0;147.0;0.99383;3.09;0.54;10.0;10.062072927892167;0.3061224468971262;11.489117252824409;1.2222154321364882;5.634760839619613
6.1;0.3;0.32;2.2;0.042;41.0;142.0;0.98952;3.31;0.44;12.7;12.834492648463247;0.28873239233287046;10.47594104902264;1.066663111122963;2.22329793910387
6.2;0.25;0.44;15.8;0.057;39.0;167.0;0.99804;3.14;0.51;9.2;9.218058175966718;0.23353293273333572;8.94721145243066;1.75999296002816;15.831012954377625
7.7;0.46;0.18;3.3;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;10.866054746805833;0.12587412499388723;9.44426955056388;0.3913034971663105;3.3201833948573376
6.2;0.26;0.19;3.4;0.049;47.0;172.0;0.9924;3.14;0.43;10.4;10.47963474442287;0.2732558123647918;8.775331115691516;0.7307664201291534;3.426034435676707
7.8;0.26;0.27;1.9;0.051;52.0;195.0;0.9928;3.23;0.5;10.9;10.979038095247688;0.2666666652991453;9.80372933864042;1.0384575443940602;1.9137772826578536
5.7;0.22;0.22;16.65;0.044;39.0;110.0;0.99855;3.24;0.48;9.0;9.013059923829628;0.3545454513223141;10.908842980841344;0.9999954545661156;16.67416085908481
7.8;0.17;0.5;1.3;0.045;35.0;140.0;0.9904;3.16;0.4;12.0;12.116304405993128;0.24999999821428573;8.88869136241417;2.941159169651943;1.3125996439825889
5.9;0.32;0.26;1.5;0.057;17.0;141.0;0.9917;3.24;0.36;10.7;10.78954241248118;0.12056737503143705;6.315678672303994;0.8124974609454346;1.5125526746468945
6.6;0.17;0.3;1.1;0.031;13.0;73.0;0.99095;3.17;0.58;11.0;11.100447953531507;0.17808218934133987;18.709073900841908;1.7646955017911656;1.1100447953531507
7.8;0.27;0.35;1.2;0.05;36.0;140.0;0.99138;3.09;0.45;11.2;11.297372049696332;0.25714285530612246;8.999820003599927;1.2962914952166844;1.2104327196103213
6.2;0.44;0.18;7.7;0.096;28.0;210.0;0.99771;3.56;0.72;9.2;9.221107114184367;0.13333333269841272;7.499921875813793;0.40908997934095603;7.717665736871699
6.6;0.41;0.31;1.6;0.042;18.0;101.0;0.99195;3.13;0.41;10.5;10.585200277029813;0.17821782001764536;9.761672341134734;0.7560957168397151;1.612982899356924
6.6;0.22;0.28;4.9;0.042;51.0;180.0;0.9952;3.3;0.75;9.5;9.545810343840088;0.2833333317592593;17.856717697197684;1.2727214876296018;4.9236284931385725
6.0;0.34;0.29;6.1;0.046;29.0;134.0;0.99462;3.48;0.57;10.7;10.757866564249095;0.21641790883270218;12.391034977500489;0.8529386678274475;6.132989349712101
7.4;0.18;0.4;1.6;0.047;22.0;102.0;0.9937;3.28;0.44;10.7;10.7678265393715;0.21568627239523264;9.361502946745814;2.222209876611797;1.610142286261159
6.3;0.3;0.19;7.7;0.049;47.0;184.0;0.99514;3.22;0.48;9.5;9.54638588903482;0.25543478122046315;9.795718454725414;0.6333312222292593;7.7375969837440115
6.3;0.3;0.24;6.6;0.04;38.0;141.0;0.995;3.22;0.47;9.5;9.547729097759701;0.2695035441879181;11.749706257343565;0.7999973333422222;6.633159162654107
7.7;0.15;0.29;1.3;0.029;10.0;64.0;0.9932;3.35;0.39;10.1;10.169139982742667;0.15624999755859378;13.447812144408813;1.9333204445303698;1.3088992056995512
4.8;0.225;0.38;1.2;0.074;47.0;130.0;0.99132;3.31;0.4;10.3;10.390176340458844;0.3615384587573965;5.405332360373509;1.68888138274941;1.2105059814126806
6.1;0.28;0.23;4.2;0.038;13.0;95.0;0.98898;2.97;0.7;13.1;13.245957202413393;0.1368421038227147;18.420567879792635;0.8214256377655794;4.246795438941699
7.2;0.25;0.28;14.4;0.055;55.0;205.0;0.9986;3.12;0.38;9.0;9.012608639486642;0.2682926816180845;6.908965291540154;1.1199955200179201;14.420173823178626
6.8;0.23;0.48;1.5;0.036;35.0;165.0;0.99162;3.18;0.45;11.3;11.395482749961932;0.21212121083562901;12.499652787422573;2.0869474480545733;1.5126747013223802
6.6;0.32;0.47;15.6;0.063;27.0;173.0;0.99872;3.18;0.56;9.0;9.011525741423279;0.15606936325971466;8.888747797654005;1.4687454101705932;15.619977951800351
5.2;0.16;0.34;0.8;0.029;26.0;77.0;0.99155;3.25;0.51;10.1;10.186062038160417;0.3376623332771126;17.5856004965346;2.1249867188330076;0.8068167951018153
7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;11.359055730744139;0.2455089805658145;13.870520305796587;0.5454533057879414;11.258533113657906
6.4;0.31;0.28;1.5;0.037;12.0;119.0;0.9919;3.32;0.51;10.4;10.484917345581868;0.10084033528705601;13.783411259155159;0.9032228928293782;1.5122476940743077
8.2;0.26;0.49;5.2;0.04;19.0;100.0;0.9941;3.12;0.34;10.1;10.15993344740625;0.1899999981;8.499787505312367;1.8846081361225535;5.230856824407178
6.7;0.11;0.26;14.8;0.053;44.0;95.0;0.99676;3.2;0.35;9.8;9.83184534707919;0.4631578898614959;6.603648987754948;2.363614876228398;14.848092973140002
7.4;0.16;0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;11.293726637363479;0.11999999920000001;8.545299176378611;3.0624808594946282;1.2100421397175156
8.2;0.17;0.32;1.5;0.05;17.0;101.0;0.994;3.14;0.58;9.5;9.55733444936172;0.16831683001666506;11.599768004639905;1.8823418685772435;1.509052807793956
6.5;0.28;0.34;9.9;0.038;30.0;133.0;0.9954;3.11;0.44;9.8;9.84527843552498;0.22556390807846685;11.57864266729823;1.2142813775665087;9.945740460377275
6.2;0.2;0.28;1.1;0.039;24.0;78.0;0.9899;3.36;0.47;12.1;12.22344456667889;0.3076923037475346;12.050973051973026;1.3999930000349998;1.1112222333344446
7.2;0.34;0.44;4.2;0.047;51.0;144.0;0.991;3.01;0.76;12.3;12.411692823720662;0.35416666420717596;16.169868726197315;1.2941138408416446;4.238139012977787
8.0;0.2;0.44;1.0;0.057;24.0;111.0;0.99158;3.09;0.32;11.2;11.295093391261025;0.2162162142683224;5.6139365976035505;2.1999890000549995;1.0084904813625917
7.1;0.09;0.3;6.2;0.032;24.0;134.0;0.993;2.99;0.39;10.9;10.976826810849133;0.17910447627533974;12.187119152526483;3.333296296707814;6.2436996538774885
6.9;0.32;0.3;1.8;0.036;28.0;117.0;0.99269;3.24;0.48;11.0;11.080990962948189;0.2393162372708014;13.332962973250742;0.9374970703216553;1.813253066664249
7.2;0.26;0.74;13.6;0.05;56.0;162.0;0.998;3.03;0.44;8.8;8.817626435244053;0.345679010211858;8.799824003519928;2.846142899450387;13.62724085446808
7.7;0.31;0.26;7.8;0.031;23.0;90.0;0.9944;3.13;0.5;10.4;10.458557463236662;0.2555555527160494;16.128511983484405;0.8387069719129939;7.843918097427497
6.2;0.35;0.29;7.3;0.044;56.0;244.0;0.9956;3.36;0.55;10.0;10.044184367030567;0.2295081957807041;12.499715915547375;0.8285690612312537;7.332254587932313
6.9;0.22;0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;9.507596569659158;0.3314606722951648;15.47140619988302;1.6818105372248309;15.011994583672355
5.8;0.2;0.27;1.4;0.031;12.0;77.0;0.9905;3.25;0.36;10.9;11.004532049942402;0.1558441538202058;11.61252862810877;1.34999325003375;1.4134261348549872
7.4;0.19;0.49;9.3;0.03;26.0;132.0;0.994;2.99;0.32;11.0;11.066387257155677;0.19696969547750232;10.666311122962568;2.578933795085289;9.356127408322527
6.4;0.32;0.35;4.8;0.03;34.0;101.0;0.9912;3.36;0.6;12.5;12.610963871101825;0.3366336600333301;19.999333355554814;1.0937465820419312;4.842610126503101
5.6;0.35;0.37;1.0;0.038;6.0;72.0;0.9902;3.37;0.34;11.4;11.512814065023163;0.08333333217592595;8.947132970184995;1.0571398367433238;1.0098959706160668
7.3;0.17;0.36;8.2;0.028;44.0;111.0;0.99272;3.14;0.41;12.4;12.4909214169943;0.39639639282525774;14.642334202349915;2.117634602149399;8.26012545317365
6.6;0.3;0.24;1.2;0.034;17.0;121.0;0.9933;3.13;0.36;9.2;9.262046449162941;0.14049586660747218;10.587923884591628;0.7999973333422222;1.2080930151082099
6.9;0.19;0.31;19.25;0.043;38.0;167.0;0.99954;2.93;0.52;9.1;9.104178818077497;0.22754490881709635;12.092742029255135;1.6315703601559992;19.25883980747163
7.2;0.25;0.19;8.0;0.044;51.0;172.0;0.9964;3.16;0.44;9.2;9.233230396195909;0.2965116261830719;9.999772732437899;0.75999696001216;8.028895996692095
7.4;0.29;0.5;1.8;0.042;35.0;127.0;0.9937;3.45;0.5;10.2;10.264657074914888;0.27559054901109803;11.904478464798457;1.7241319857517736;1.8114100720438038
7.1;0.18;0.36;1.4;0.043;31.0;87.0;0.9898;3.26;0.37;12.7;12.830861961141682;0.3563218349848065;8.604451059277691;1.999988888950617;1.4144257279998704
8.1;0.29;0.49;7.1;0.042;22.0;124.0;0.9944;3.14;0.41;10.8;10.86080967336115;0.17741935340790843;9.761672341134734;1.689649346036738;7.139976729709644
7.2;0.29;0.53;18.15;0.047;59.0;182.0;0.9992;3.09;0.52;9.6;9.607676533550306;0.3241758223946383;11.063594391608689;1.8275799048968802;18.164513446243546
7.7;0.49;1.0;19.6;0.03;28.0;135.0;0.9973;3.24;0.4;12.0;12.032475651784166;0.20740740587105624;13.33288890370321;2.0408121616078336;19.653043564580805
8.2;0.34;0.29;5.2;0.076;19.0;92.0;0.99138;2.95;0.39;12.5;12.608674162607514;0.2065217368856333;5.131511427481217;0.8529386678274475;5.245208451644726
6.6;0.33;0.24;16.05;0.045;31.0;147.0;0.99822;3.08;0.52;9.2;9.216395968427832;0.21088435230690916;11.55529877113842;0.7272705234226563;16.078603836224644
7.1;0.2;0.34;16.0;0.05;51.0;166.0;0.9985;3.21;0.6;9.2;9.21381150344366;0.307228913811874;11.999760004799903;1.6999915000424999;16.024020005988977
7.4;0.3;0.49;8.2;0.055;49.0;188.0;0.9974;3.52;0.58;9.7;9.725275992303997;0.26063829648596654;10.545262813403392;1.633327888907037;8.221367333700286
6.3;0.2;0.24;1.7;0.052;36.0;135.0;0.99374;3.8;0.66;10.8;10.8680229556796;0.266666664691358;12.692063614161267;1.1999940000299998;1.7107073170977145
6.7;0.31;0.34;6.8;0.059;51.0;215.0;0.99538;3.33;0.56;10.3;10.347796471903724;0.23720930122228231;9.491364553143168;1.0967706555785306;6.831554952324788
6.1;0.28;0.32;2.5;0.042;23.0;218.5;0.9935;3.27;0.6;9.8;9.864106830290055;0.10526315741298327;14.285374157758147;1.142853061239067;2.5163537832372587
6.4;0.22;0.49;7.5;0.054;42.0;151.0;0.9948;3.27;0.52;10.1;10.152784325709362;0.27814569352221397;9.629451306457288;2.227262603351803;7.5391962814673485
7.0;0.39;0.21;10.7;0.098;13.0;91.0;0.99657;3.03;0.47;9.3;9.331999426031864;0.14285714128728416;4.795869429903776;0.5384601577944672;10.736816543929132
7.2;0.24;0.27;1.4;0.038;31.0;122.0;0.9927;3.15;0.46;10.3;10.375732471308078;0.25409835857296426;12.104944606720876;1.1249953125195313;1.4102937339642045
5.9;0.21;0.24;12.1;0.044;53.0;165.0;0.9969;3.25;0.39;9.5;9.52953201972914;0.3212121192653811;8.863434921933592;1.1428517007061871;12.137614467233957
6.7;0.32;0.32;1.7;0.031;31.0;114.0;0.98946;3.12;0.35;12.5;12.63314066951603;0.2719298221760542;11.289958388439082;0.9999968750097656;1.71810713105418
8.9;0.21;0.37;1.2;0.028;20.0;93.0;0.99244;3.2;0.37;11.5;11.58759059732518;0.21505376112845417;13.213813792364558;1.7618963719220384;1.2091398884165405
8.0;0.37;0.31;4.7;0.038;3.0;127.0;0.99186;2.9;0.72;12.1;12.199290021484865;0.023622047058094117;18.946869819215284;0.8378355734173693;4.738567198428005
7.0;0.32;0.29;4.9;0.036;41.0;150.0;0.99168;3.38;0.43;12.2;12.302343193022756;0.2733333315111111;11.944112663537124;0.9062471679776001;4.941105052935369
5.6;0.28;0.28;4.2;0.044;52.0;158.0;0.992;3.35;0.44;10.7;10.78627944931507;0.3291139219676334;9.999772732437899;0.9999964285841837;4.233866699731149
5.9;0.54;0.0;0.8;0.032;12.0;82.0;0.99286;3.25;0.36;8.8;8.863274919651392;0.14634146162998218;11.249648448485983;0.0;0.8057522654228538
6.7;0.16;0.49;2.4;0.046;57.0;187.0;0.9952;3.62;0.81;10.4;10.450150271151255;0.3048128325945838;17.608312862763853;3.0624808594946282;2.4115731394964435
6.1;0.37;0.46;12.0;0.042;61.0;210.0;0.997;3.17;0.59;9.7;9.729177804234899;0.2904761890929705;14.047284588462178;1.2432398831354512;12.036096252661732
6.1;0.28;0.24;19.95;0.074;32.0;174.0;0.99922;3.19;0.44;9.3;9.307250348021109;0.1839080449200687;5.94586559641086;0.8571397959293002;19.965553165916248
6.9;0.32;0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;11.200117853492367;0.10679611546799889;13.99953334888837;0.8124974609454346;2.3207451408137336
